id,name,satno,cospar id,vimpel id,object class,mass(kg),shape,length(m),height(m),depth(m),re-entry epoch,max cross section (m2),min cross section (m2),avg cross section (m2)
45960,Cosmos-1275 debris,42150,1981-053RN,,Payload Fragmentation Debris,,,,,,,,,
45961,Cosmos-1275 debris,42151,1981-053RP,,Payload Fragmentation Debris,,,,,,,,,
45962,Cosmos-1275 debris,42152,1981-053RQ,,Payload Fragmentation Debris,,,,,,,,,
45963,Cosmos-1275 debris,42153,1981-053RR,,Payload Fragmentation Debris,,,,,,,,,
45964,Cosmos-1275 debris,42154,1981-053RS,,Payload Fragmentation Debris,,,,,,,,,
45965,Cosmos-1275 debris,42155,1981-053RT,,Payload Fragmentation Debris,,,,,,,,,
45966,Cosmos-1275 debris,42156,1981-053RU,,Payload Fragmentation Debris,,,,,,,,,
45967,Cosmos-1275 debris,42157,1981-053RV,,Payload Fragmentation Debris,,,,,,,,,
45968,Cosmos-1275 debris,42158,1981-053RW,,Payload Fragmentation Debris,,,,,,,,,
45969,Cosmos-1275 debris,42159,1981-053RX,,Payload Fragmentation Debris,,,,,,,,,
45970,Cosmos-1275 debris,42160,1981-053RY,,Payload Fragmentation Debris,,,,,,,,,
45971,Cosmos-1275 debris,42161,1981-053RZ,,Payload Fragmentation Debris,,,,,,,,,
45972,Cosmos-1275 debris,42162,1981-053SA,,Payload Fragmentation Debris,,,,,,,,,
45973,Cosmos-1275 debris,42163,1981-053SB,,Payload Fragmentation Debris,,,,,,,,,
45974,Cosmos-1275 debris,42164,1981-053SC,,Payload Fragmentation Debris,,,,,,,,,
45975,Cosmos-1275 debris,42165,1981-053SD,,Payload Fragmentation Debris,,,,,,,,,
45976,Cosmos-1275 debris,42166,1981-053SE,,Payload Fragmentation Debris,,,,,,,,,
45977,Cosmos-1275 debris,42167,1981-053SF,,Payload Fragmentation Debris,,,,,,,,,
45978,Cosmos-1275 debris,42168,1981-053SG,,Payload Fragmentation Debris,,,,,,,,,
45979,Cosmos-1275 debris,42169,1981-053SH,,Payload Fragmentation Debris,,,,,,,,,
45980,Cosmos-1275 debris,42170,1981-053SJ,,Payload Fragmentation Debris,,,,,,,,,
45981,Cosmos-1275 debris,42171,1981-053SK,,Payload Fragmentation Debris,,,,,,,,,
45982,Cosmos-1275 debris,42172,1981-053SL,,Payload Fragmentation Debris,,,,,,,,,
45983,Cosmos-1275 debris,42173,1981-053SM,,Payload Fragmentation Debris,,,,,,,,,
45984,Cosmos-1275 debris,42174,1981-053SN,,Payload Fragmentation Debris,,,,,,,,,
45985,Cosmos-1275 debris,42175,1981-053SP,,Payload Fragmentation Debris,,,,,,,,,
45986,Cosmos-1275 debris,42176,1981-053SQ,,Payload Fragmentation Debris,,,,,,,,,
45987,Cosmos-1275 debris,42177,1981-053SR,,Payload Fragmentation Debris,,,,,,,,,
45988,Cosmos-1275 debris,42178,1981-053SS,,Payload Fragmentation Debris,,,,,,,,,
45989,Cosmos-1275 debris,42179,1981-053ST,,Payload Fragmentation Debris,,,,,,,,,
45990,Cosmos-1275 debris,42180,1981-053SU,,Payload Fragmentation Debris,,,,,,,,,
45991,Cosmos-1275 debris,42181,1981-053SV,,Payload Fragmentation Debris,,,,,,,,,
45992,Cosmos-1275 debris,42182,1981-053SW,,Payload Fragmentation Debris,,,,,,,,,
45993,Cosmos-1275 debris,42183,1981-053SX,,Payload Fragmentation Debris,,,,,,,,,
45994,Cosmos-1275 debris,42184,1981-053SY,,Payload Fragmentation Debris,,,,,,,,,
45995,Cosmos-1275 debris,42185,1981-053SZ,,Payload Fragmentation Debris,,,,,,,,,
45996,Cosmos-1275 debris,42186,1981-053TA,,Payload Fragmentation Debris,,,,,,,,,
45997,Cosmos-1275 debris,42187,1981-053TB,,Payload Fragmentation Debris,,,,,,,,,
45998,Cosmos-1275 debris,42188,1981-053TC,,Payload Fragmentation Debris,,,,,,,,,
45999,Cosmos-1275 debris,42189,1981-053TD,,Payload Fragmentation Debris,,,,,,,,,
46000,Cosmos-1275 debris,42190,1981-053TE,,Payload Fragmentation Debris,,,,,,,,,
46001,Cosmos-1275 debris,42191,1981-053TF,,Payload Fragmentation Debris,,,,,,,,,
46002,Cosmos-1275 debris,42192,1981-053TG,,Payload Fragmentation Debris,,,,,,,,,
46003,Cosmos-1275 debris,42193,1981-053TH,,Payload Fragmentation Debris,,,,,,,,,
46004,Cosmos-1275 debris,42194,1981-053TJ,,Payload Fragmentation Debris,,,,,,,,,
46005,Cosmos-1275 debris,42195,1981-053TK,,Payload Fragmentation Debris,,,,,,,,,
46006,Cosmos-1275 debris,42196,1981-053TL,,Payload Fragmentation Debris,,,,,,,,,
46007,Cosmos-1275 debris,42197,1981-053TM,,Payload Fragmentation Debris,,,,,,,,,
46008,Cosmos-1275 debris,42198,1981-053TN,,Payload Fragmentation Debris,,,,,,,,,
46009,Cosmos-1275 debris,42199,1981-053TP,,Payload Fragmentation Debris,,,,,,,,,
46010,Cosmos-1275 debris,42200,1981-053TQ,,Payload Fragmentation Debris,,,,,,,,,
46011,Cosmos-1275 debris,42201,1981-053TR,,Payload Fragmentation Debris,,,,,,,,,
46012,Cosmos-1275 debris,42202,1981-053TS,,Payload Fragmentation Debris,,,,,,,,,
46013,Cosmos-1275 debris,42203,1981-053TT,,Payload Fragmentation Debris,,,,,,,,,
46014,Cosmos-1275 debris,42204,1981-053TU,,Payload Fragmentation Debris,,,,,,,,,
46015,Cosmos-1275 debris,42205,1981-053TV,,Payload Fragmentation Debris,,,,,,,,,
46016,Cosmos-1275 debris,42206,1981-053TW,,Payload Fragmentation Debris,,,,,,,,,
46017,Cosmos-1275 debris,42207,1981-053TX,,Payload Fragmentation Debris,,,,,,,,,
46018,Cosmos-1275 debris,42208,1981-053TY,,Payload Fragmentation Debris,,,,,,,,,
46019,Cosmos-1275 debris,42209,1981-053TZ,,Payload Fragmentation Debris,,,,,,,,,
46020,Cosmos-1275 debris,42210,1981-053UA,,Payload Fragmentation Debris,,,,,,,,,
46021,Cosmos-1275 debris,42211,1981-053UB,,Payload Fragmentation Debris,,,,,,,,,
46022,Cosmos-1275 debris,42212,1981-053UC,,Payload Fragmentation Debris,,,,,,,,,
46023,Cosmos-1275 debris,42213,1981-053UD,,Payload Fragmentation Debris,,,,,,,,,
46024,Cosmos-1275 debris,42214,1981-053UE,,Payload Fragmentation Debris,,,,,,,,,
46025,Cosmos-1275 debris,42215,1981-053UF,,Payload Fragmentation Debris,,,,,,,,,
46026,Cosmos-1275 debris,42216,1981-053UG,,Payload Fragmentation Debris,,,,,,,,,
46027,Cosmos-1275 debris,42217,1981-053UH,,Payload Fragmentation Debris,,,,,,,,,
46028,Cosmos-1275 debris,42218,1981-053UJ,,Payload Fragmentation Debris,,,,,,,,,
46029,Cosmos-1275 debris,42219,1981-053UK,,Payload Fragmentation Debris,,,,,,,,,
46030,Cosmos-1275 debris,42220,1981-053UL,,Payload Fragmentation Debris,,,,,,,,,
46031,Cosmos-1275 debris,42221,1981-053UM,,Payload Fragmentation Debris,,,,,,,,,
46032,Cosmos-1275 debris,42222,1981-053UN,,Payload Fragmentation Debris,,,,,,,,,
46033,Cosmos-1275 debris,42223,1981-053UP,,Payload Fragmentation Debris,,,,,,,,,
46034,Cosmos-1275 debris,42224,1981-053UQ,,Payload Fragmentation Debris,,,,,,,,,
46035,Cosmos-1275 debris,42225,1981-053UR,,Payload Fragmentation Debris,,,,,,,,,
46036,Cosmos-1275 debris,42226,1981-053US,,Payload Fragmentation Debris,,,,,,,,,
46037,Cosmos-1275 debris,42227,1981-053UT,,Payload Fragmentation Debris,,,,,,,,,
46038,Cosmos-1275 debris,42228,1981-053UU,,Payload Fragmentation Debris,,,,,,,,,
46039,Cosmos-1275 debris,42229,1981-053UV,,Payload Fragmentation Debris,,,,,,,,,
46040,Cosmos-1275 debris,42230,1981-053UW,,Payload Fragmentation Debris,,,,,,,,,
46041,Cosmos-1275 debris,42231,1981-053UX,,Payload Fragmentation Debris,,,,,,,,,
46042,Cosmos-1275 debris,42232,1981-053UY,,Payload Fragmentation Debris,,,,,,,,,
46043,Cosmos-1275 debris,42233,1981-053UZ,,Payload Fragmentation Debris,,,,,,,,,
46044,11S772 debris,42234,1993-016CN,,Rocket Debris,,,,,,,,,
46045,11S772 debris,42235,1993-016CP,,Rocket Debris,,,,,,,,,
46046,11S772 debris,42236,1993-016CQ,,Rocket Debris,,,,,,,,,
46047,11S772 debris,42237,1993-016CR,,Rocket Debris,,,,,,,,,
46048,11S772 debris,42238,1993-016CS,,Rocket Debris,,,,,,,,,
46049,11S772 debris,42239,1993-016CT,,Rocket Debris,,,,,,,,,
46050,DMSP F-13 debris,42257,1995-015FX,,Payload Fragmentation Debris,,,,,,,,,
46051,DMSP F-13 debris,42258,1995-015FY,,Payload Fragmentation Debris,,,,,,,,,
46052,DMSP F-13 debris,42259,1995-015FZ,,Payload Fragmentation Debris,,,,,,,,,
46053,DMSP F-13 debris,42260,1995-015GA,,Payload Fragmentation Debris,,,,,,,,,
46054,DMSP F-13 debris,42261,1995-015GB,,Payload Fragmentation Debris,,,,,,,,,
46055,DMSP F-13 debris,42262,1995-015GC,,Payload Fragmentation Debris,,,,,,,,,
46056,DMSP F-13 debris,42263,1995-015GD,,Payload Fragmentation Debris,,,,,,,,,
46057,DMSP F-13 debris,42264,1995-015GE,,Payload Fragmentation Debris,,,,,,,,,
46058,DMSP F-13 debris,42265,1995-015GF,,Payload Fragmentation Debris,,,,,,,,,
46059,DMSP F-13 debris,42266,1995-015GG,,Payload Fragmentation Debris,,,,,,,,,
46060,DMSP F-13 debris,42267,1995-015GH,,Payload Fragmentation Debris,,,,,,,,,
46061,DMSP F-13 debris,42268,1995-015GJ,,Payload Fragmentation Debris,,,,,,,,,
46062,DMSP F-13 debris,42269,1995-015GK,,Payload Fragmentation Debris,,,,,,,,,
46063,DMSP F-13 debris,42270,1995-015GL,,Payload Fragmentation Debris,,,,,,,,,
46064,DMSP F-13 debris,42271,1995-015GM,,Payload Fragmentation Debris,,,,,,,,,
46065,DMSP F-13 debris,42272,1995-015GN,,Payload Fragmentation Debris,,,,,,,,,
46066,DMSP F-13 debris,42273,1995-015GP,,Payload Fragmentation Debris,,,,,,,,,
46067,DMSP F-13 debris,42274,1995-015GQ,,Payload Fragmentation Debris,,,,,,,,,
46068,DMSP F-13 debris,42275,1995-015GR,,Payload Fragmentation Debris,,,,,,,,,
46069,DMSP F-13 debris,42276,1995-015GS,,Payload Fragmentation Debris,,,,,,,,,
46070,DMSP F-13 debris,42277,1995-015GT,,Payload Fragmentation Debris,,,,,,,,,
46071,DMSP F-13 debris,42278,1995-015GU,,Payload Fragmentation Debris,,,,,,,,,
46072,DMSP F-13 debris,42279,1995-015GV,,Payload Fragmentation Debris,,,,,,,,,
46073,DMSP F-13 debris,42280,1995-015GW,,Payload Fragmentation Debris,,,,,,,,,
46074,DMSP F-13 debris,42281,1995-015GX,,Payload Fragmentation Debris,,,,,,,,,
46075,DMSP F-13 debris,42282,1995-015GY,,Payload Fragmentation Debris,,,,,,,,,
46076,DMSP F-13 debris,42283,1995-015GZ,,Payload Fragmentation Debris,,,,,,,,,
46077,DMSP F-13 debris,42284,1995-015HA,,Payload Fragmentation Debris,,,,,,,,,
46078,DMSP F-13 debris,42285,1995-015HB,,Payload Fragmentation Debris,,,,,,,,,
46079,DMSP F-13 debris,42286,1995-015HC,,Payload Fragmentation Debris,,,,,,,,,
46080,DMSP F-13 debris,42287,1995-015HD,,Payload Fragmentation Debris,,,,,,,,,
46081,DMSP F-13 debris,42288,1995-015HE,,Payload Fragmentation Debris,,,,,,,,,
46082,DMSP F-13 debris,42289,1995-015HF,,Payload Fragmentation Debris,,,,,,,,,
46083,DMSP F-13 debris,42290,1995-015HG,,Payload Fragmentation Debris,,,,,,,,,
46084,DMSP F-13 debris,42291,1995-015HH,,Payload Fragmentation Debris,,,,,,,,,
46085,DMSP F-13 debris,42292,1995-015HJ,,Payload Fragmentation Debris,,,,,,,,,
46086,DMSP F-13 debris,42293,1995-015HK,,Payload Fragmentation Debris,,,,,,,,,
46087,DMSP F-13 debris,42294,1995-015HL,,Payload Fragmentation Debris,,,,,,,,,
46088,DMSP F-13 debris,42295,1995-015HM,,Payload Fragmentation Debris,,,,,,,,,
46089,DMSP F-13 debris,42296,1995-015HN,,Payload Fragmentation Debris,,,,,,,,,
46090,DMSP F-13 debris,42297,1995-015HP,,Payload Fragmentation Debris,,,,,,,,,
46091,DMSP F-13 debris,42298,1995-015HQ,,Payload Fragmentation Debris,,,,,,,,,
46092,DMSP F-13 debris,42299,1995-015HR,,Payload Fragmentation Debris,,,,,,,,,
46093,DMSP F-13 debris,42300,1995-015HS,,Payload Fragmentation Debris,,,,,,,,,
46094,DMSP F-13 debris,42301,1995-015HT,,Payload Fragmentation Debris,,,,,,,,,
46095,DMSP F-13 debris,42302,1995-015HU,,Payload Fragmentation Debris,,,,,,,,,
46096,DMSP F-13 debris,42303,1995-015HV,,Payload Fragmentation Debris,,,,,,,,,
46097,DMSP F-13 debris,42304,1995-015HW,,Payload Fragmentation Debris,,,,,,,,,
46098,DMSP F-13 debris,42305,1995-015HX,,Payload Fragmentation Debris,,,,,,,,,
46099,DMSP F-13 debris,42306,1995-015HY,,Payload Fragmentation Debris,,,,,,,,,
46100,DMSP F-13 debris,42307,1995-015HZ,,Payload Fragmentation Debris,,,,,,13/01/2021,,,
46101,DMSP F-13 debris,42308,1995-015JA,,Payload Fragmentation Debris,,,,,,,,,
46102,DMSP F-13 debris,42309,1995-015JB,,Payload Fragmentation Debris,,,,,,,,,
46103,DMSP F-13 debris,42310,1995-015JC,,Payload Fragmentation Debris,,,,,,,,,
46104,DMSP F-13 debris,42311,1995-015JD,,Payload Fragmentation Debris,,,,,,01/05/2017,,,
46105,DMSP F-13 debris,42312,1995-015JE,,Payload Fragmentation Debris,,,,,,,,,
46106,DMSP F-13 debris,42313,1995-015JF,,Payload Fragmentation Debris,,,,,,,,,
46107,DMSP F-13 debris,42314,1995-015JG,,Payload Fragmentation Debris,,,,,,,,,
46108,DMSP F-13 debris,42315,1995-015JH,,Payload Fragmentation Debris,,,,,,,,,
46109,DMSP F-13 debris,42316,1995-015JJ,,Payload Fragmentation Debris,,,,,,,,,
46110,DMSP F-13 debris,42317,1995-015JK,,Payload Fragmentation Debris,,,,,,,,,
46111,DMSP F-13 debris,42318,1995-015JL,,Payload Fragmentation Debris,,,,,,,,,
46112,DMSP F-13 debris,42319,1995-015JM,,Payload Fragmentation Debris,,,,,,,,,
46113,DMSP F-13 debris,42320,1995-015JN,,Payload Fragmentation Debris,,,,,,,,,
46114,DMSP F-13 debris,42321,1995-015JP,,Payload Fragmentation Debris,,,,,,,,,
46115,DMSP F-13 debris,42322,1995-015JQ,,Payload Fragmentation Debris,,,,,,,,,
46116,DMSP F-13 debris,42323,1995-015JR,,Payload Fragmentation Debris,,,,,,,,,
46117,DMSP F-13 debris,42324,1995-015JS,,Payload Fragmentation Debris,,,,,,,,,
46118,DMSP F-13 debris,42325,1995-015JT,,Payload Fragmentation Debris,,,,,,,,,
46119,DMSP F-13 debris,42326,1995-015JU,,Payload Fragmentation Debris,,,,,,,,,
46120,DMSP F-13 debris,42327,1995-015JV,,Payload Fragmentation Debris,,,,,,,,,
46121,DMSP F-13 debris,42328,1995-015JW,,Payload Fragmentation Debris,,,,,,,,,
46122,DMSP F-13 debris,42329,1995-015JX,,Payload Fragmentation Debris,,,,,,,,,
46123,DMSP F-13 debris,42330,1995-015JY,,Payload Fragmentation Debris,,,,,,,,,
46124,DMSP F-13 debris,42331,1995-015JZ,,Payload Fragmentation Debris,,,,,,,,,
46125,NOAA 16 fragmentation debris,42332,2000-055PY,,Payload Fragmentation Debris,,,,,,,,,
46126,NOAA 16 fragmentation debris,42333,2000-055PZ,,Payload Fragmentation Debris,,,,,,,,,
46127,NOAA 16 fragmentation debris,42334,2000-055QA,,Payload Fragmentation Debris,,,,,,,,,
46128,NOAA 16 fragmentation debris,42335,2000-055QB,,Payload Fragmentation Debris,,,,,,,,,
46129,NOAA 16 fragmentation debris,42336,2000-055QC,,Payload Fragmentation Debris,,,,,,,,,
46130,NOAA 16 fragmentation debris,42337,2000-055QD,,Payload Fragmentation Debris,,,,,,,,,
46131,NOAA 16 fragmentation debris,42338,2000-055QE,,Payload Fragmentation Debris,,,,,,,,,
46132,NOAA 16 fragmentation debris,42339,2000-055QF,,Payload Fragmentation Debris,,,,,,,,,
46133,NOAA 16 fragmentation debris,42340,2000-055QG,,Payload Fragmentation Debris,,,,,,,,,
46134,NOAA 16 fragmentation debris,42341,2000-055QH,,Payload Fragmentation Debris,,,,,,,,,
46135,NOAA 16 fragmentation debris,42342,2000-055QJ,,Payload Fragmentation Debris,,,,,,16/05/2019,,,
46136,NOAA 16 fragmentation debris,42343,2000-055QK,,Payload Fragmentation Debris,,,,,,,,,
46137,NOAA 16 fragmentation debris,42344,2000-055QL,,Payload Fragmentation Debris,,,,,,,,,
46138,NOAA 16 fragmentation debris,42345,2000-055QM,,Payload Fragmentation Debris,,,,,,,,,
46139,NOAA 16 fragmentation debris,42346,2000-055QN,,Payload Fragmentation Debris,,,,,,,,,
46140,NOAA 16 fragmentation debris,42347,2000-055QP,,Payload Fragmentation Debris,,,,,,,,,
46141,NOAA 16 fragmentation debris,42348,2000-055QQ,,Payload Fragmentation Debris,,,,,,,,,
46142,NOAA 16 fragmentation debris,42349,2000-055QR,,Payload Fragmentation Debris,,,,,,,,,
46143,NOAA 16 fragmentation debris,42350,2000-055QS,,Payload Fragmentation Debris,,,,,,,,,
46144,NOAA 16 fragmentation debris,42351,2000-055QT,,Payload Fragmentation Debris,,,,,,,,,
46145,NOAA 16 fragmentation debris,42352,2000-055QU,,Payload Fragmentation Debris,,,,,,,,,
46146,NOAA 16 fragmentation debris,42353,2000-055QV,,Payload Fragmentation Debris,,,,,,,,,
46147,NOAA 16 fragmentation debris,42354,2000-055QW,,Payload Fragmentation Debris,,,,,,,,,
46148,NOAA 16 fragmentation debris,42355,2000-055QX,,Payload Fragmentation Debris,,,,,,,,,
46149,NOAA 16 fragmentation debris,42356,2000-055QY,,Payload Fragmentation Debris,,,,,,,,,
46150,NOAA 16 fragmentation debris,42357,2000-055QZ,,Payload Fragmentation Debris,,,,,,,,,
46151,NOAA 16 fragmentation debris,42358,2000-055RA,,Payload Fragmentation Debris,,,,,,,,,
46152,NOAA 16 fragmentation debris,42359,2000-055RB,,Payload Fragmentation Debris,,,,,,,,,
46153,NOAA 16 fragmentation debris,42360,2000-055RC,,Payload Fragmentation Debris,,,,,,,,,
46154,NOAA 16 fragmentation debris,42361,2000-055RD,,Payload Fragmentation Debris,,,,,,,,,
46155,NOAA 16 fragmentation debris,42362,2000-055RE,,Payload Fragmentation Debris,,,,,,,,,
46156,NOAA 16 fragmentation debris,42363,2000-055RF,,Payload Fragmentation Debris,,,,,,,,,
46157,NOAA 16 fragmentation debris,42364,2000-055RG,,Payload Fragmentation Debris,,,,,,,,,
46158,NOAA 16 fragmentation debris,42365,2000-055RH,,Payload Fragmentation Debris,,,,,,,,,
46159,NOAA 16 fragmentation debris,42366,2000-055RJ,,Payload Fragmentation Debris,,,,,,,,,
46160,NOAA 16 fragmentation debris,42367,2000-055RK,,Payload Fragmentation Debris,,,,,,,,,
46161,NOAA 16 fragmentation debris,42368,2000-055RL,,Payload Fragmentation Debris,,,,,,,,,
46162,NOAA 16 fragmentation debris,42369,2000-055RM,,Payload Fragmentation Debris,,,,,,,,,
46163,NOAA 16 fragmentation debris,42370,2000-055RN,,Payload Fragmentation Debris,,,,,,,,,
46164,NOAA 16 fragmentation debris,42371,2000-055RP,,Payload Fragmentation Debris,,,,,,,,,
46165,NOAA 16 fragmentation debris,42372,2000-055RQ,,Payload Fragmentation Debris,,,,,,,,,
46166,NOAA 16 fragmentation debris,42373,2000-055RR,,Payload Fragmentation Debris,,,,,,,,,
46167,NOAA 16 fragmentation debris,42374,2000-055RS,,Payload Fragmentation Debris,,,,,,,,,
46168,NOAA 16 fragmentation debris,42375,2000-055RT,,Payload Fragmentation Debris,,,,,,,,,
46169,NOAA 16 fragmentation debris,42376,2000-055RU,,Payload Fragmentation Debris,,,,,,,,,
46170,NOAA 16 fragmentation debris,42377,2000-055RV,,Payload Fragmentation Debris,,,,,,,,,
46171,NOAA 16 fragmentation debris,42378,2000-055RW,,Payload Fragmentation Debris,,,,,,,,,
46172,NOAA 16 fragmentation debris,42379,2000-055RX,,Payload Fragmentation Debris,,,,,,,,,
46173,NOAA 16 fragmentation debris,42380,2000-055RY,,Payload Fragmentation Debris,,,,,,,,,
46174,NOAA 16 fragmentation debris,42381,2000-055RZ,,Payload Fragmentation Debris,,,,,,,,,
46175,NOAA 16 fragmentation debris,42382,2000-055SA,,Payload Fragmentation Debris,,,,,,,,,
46176,NOAA 16 fragmentation debris,42383,2000-055SB,,Payload Fragmentation Debris,,,,,,,,,
46177,NOAA 16 fragmentation debris,42384,2000-055SC,,Payload Fragmentation Debris,,,,,,,,,
46178,NOAA 16 fragmentation debris,42385,2000-055SD,,Payload Fragmentation Debris,,,,,,,,,
46179,NOAA 16 fragmentation debris,42386,2000-055SE,,Payload Fragmentation Debris,,,,,,,,,
46180,NOAA 16 fragmentation debris,42387,2000-055SF,,Payload Fragmentation Debris,,,,,,,,,
46181,NOAA 16 fragmentation debris,42388,2000-055SG,,Payload Fragmentation Debris,,,,,,,,,
46182,NOAA 16 fragmentation debris,42389,2000-055SH,,Payload Fragmentation Debris,,,,,,,,,
46183,NOAA 16 fragmentation debris,42390,2000-055SJ,,Payload Fragmentation Debris,,,,,,,,,
46184,NOAA 16 fragmentation debris,42391,2000-055SK,,Payload Fragmentation Debris,,,,,,,,,
46185,NOAA 16 fragmentation debris,42392,2000-055SL,,Payload Fragmentation Debris,,,,,,,,,
46186,NOAA 16 fragmentation debris,42393,2000-055SM,,Payload Fragmentation Debris,,,,,,,,,
46187,NOAA 16 fragmentation debris,42394,2000-055SN,,Payload Fragmentation Debris,,,,,,,,,
46188,NOAA 16 fragmentation debris,42395,2000-055SP,,Payload Fragmentation Debris,,,,,,,,,
46189,NOAA 16 fragmentation debris,42396,2000-055SQ,,Payload Fragmentation Debris,,,,,,,,,
46190,NOAA 16 fragmentation debris,42397,2000-055SR,,Payload Fragmentation Debris,,,,,,,,,
46191,NOAA 16 fragmentation debris,42398,2000-055SS,,Payload Fragmentation Debris,,,,,,,,,
46192,NOAA 16 fragmentation debris,42399,2000-055ST,,Payload Fragmentation Debris,,,,,,,,,
46193,NOAA 16 fragmentation debris,42400,2000-055SU,,Payload Fragmentation Debris,,,,,,,,,
46194,NOAA 16 fragmentation debris,42401,2000-055SV,,Payload Fragmentation Debris,,,,,,,,,
46195,NOAA 16 fragmentation debris,42402,2000-055SW,,Payload Fragmentation Debris,,,,,,,,,
46196,NOAA 16 fragmentation debris,42403,2000-055SX,,Payload Fragmentation Debris,,,,,,,,,
46197,NOAA 16 fragmentation debris,42404,2000-055SY,,Payload Fragmentation Debris,,,,,,,,,
46198,NOAA 16 fragmentation debris,42405,2000-055SZ,,Payload Fragmentation Debris,,,,,,,,,
46199,NOAA 16 fragmentation debris,42406,2000-055TA,,Payload Fragmentation Debris,,,,,,,,,
46200,NOAA 16 fragmentation debris,42407,2000-055TB,,Payload Fragmentation Debris,,,,,,,,,
46201,NOAA 16 fragmentation debris,42408,2000-055TC,,Payload Fragmentation Debris,,,,,,,,,
46202,NOAA 16 fragmentation debris,42409,2000-055TD,,Payload Fragmentation Debris,,,,,,,,,
46203,NOAA 16 fragmentation debris,42410,2000-055TE,,Payload Fragmentation Debris,,,,,,,,,
46204,NOAA 16 fragmentation debris,42411,2000-055TF,,Payload Fragmentation Debris,,,,,,,,,
46205,NOAA 16 fragmentation debris,42412,2000-055TG,,Payload Fragmentation Debris,,,,,,,,,
46206,NOAA 16 fragmentation debris,42413,2000-055TH,,Payload Fragmentation Debris,,,,,,,,,
46207,NOAA 16 fragmentation debris,42414,2000-055TJ,,Payload Fragmentation Debris,,,,,,,,,
46208,NOAA 16 fragmentation debris,42415,2000-055TK,,Payload Fragmentation Debris,,,,,,,,,
46209,NOAA 16 fragmentation debris,42416,2000-055TL,,Payload Fragmentation Debris,,,,,,,,,
46210,NOAA 16 fragmentation debris,42417,2000-055TM,,Payload Fragmentation Debris,,,,,,,,,
46211,NOAA 16 fragmentation debris,42418,2000-055TN,,Payload Fragmentation Debris,,,,,,,,,
46212,NOAA 16 fragmentation debris,42419,2000-055TP,,Payload Fragmentation Debris,,,,,,,,,
46213,NOAA 16 fragmentation debris,42420,2000-055TQ,,Payload Fragmentation Debris,,,,,,,,,
46214,NOAA 16 fragmentation debris,42421,2000-055TR,,Payload Fragmentation Debris,,,,,,,,,
46215,NOAA 16 fragmentation debris,42422,2000-055TS,,Payload Fragmentation Debris,,,,,,,,,
46216,NOAA 16 fragmentation debris,42423,2000-055TT,,Payload Fragmentation Debris,,,,,,,,,
46217,NOAA 16 fragmentation debris,42424,2000-055TU,,Payload Fragmentation Debris,,,,,,,,,
46218,NOAA 16 fragmentation debris,42425,2000-055TV,,Payload Fragmentation Debris,,,,,,,,,
46219,NOAA 16 fragmentation debris,42426,2000-055TW,,Payload Fragmentation Debris,,,,,,,,,
46220,NOAA 16 fragmentation debris,42427,2000-055TX,,Payload Fragmentation Debris,,,,,,,,,
46221,NOAA 16 fragmentation debris,42428,2000-055TY,,Payload Fragmentation Debris,,,,,,,,,
46222,NOAA 16 fragmentation debris,42429,2000-055TZ,,Payload Fragmentation Debris,,,,,,,,,
46223,NOAA 16 fragmentation debris,42430,2000-055UA,,Payload Fragmentation Debris,,,,,,,,,
46224,NOAA 16 fragmentation debris,42431,2000-055UB,,Payload Fragmentation Debris,,,,,,,,,
46225,SES-10,42432,2017-017A,,Payload,5300,Box + 2 Pan,3.3,7,35,,118.124239576769,10.89,56.5642666666667
46226,Falcon 9 Merlin-V (1D+) (Falcon 9 v1.2),42433,2017-017B,,Rocket Body,4300,Cyl,3.6,16,16,,58.4924538651002,10.1787601976309,50.3283143105085
46227,ISS operational debris (Node 3 ACBM Shield 1),42434,1998-067LF,,Payload Mission Related Object,5,Irr,0.2,1,1,,1.03923048454133,0.2,0.7
46228,,,,44001,Unknown,,,,,,,,,
46229,,,,145412,Unknown,,,,,,,,,
46230,,,,52901,Unknown,,,,,,,,,
46231,,,,83601,Unknown,,,,,,,,,
46232,,,,47001,Unknown,,,,,,,,,
46233,,,,141308,Unknown,,,,,,,,,
46234,Nimbus 2 debris,42435,1966-040BN,,Payload Fragmentation Debris,,,,,,,,,
46235,Nimbus 2 debris,42436,1966-040BP,,Payload Fragmentation Debris,,,,,,,,,
46236,Nimbus 2 debris,42437,1966-040BQ,,Payload Fragmentation Debris,,,,,,,,,
46237,Nimbus 2 debris,42438,1966-040BR,,Payload Fragmentation Debris,,,,,,,,,
46238,Nimbus 2 debris,42439,1966-040BS,,Payload Fragmentation Debris,,,,,,,,,
46239,Nimbus 2 debris,42440,1966-040BT,,Payload Fragmentation Debris,,,,,,,,,
46240,Nimbus 2 debris,42441,1966-040BU,,Payload Fragmentation Debris,,,,,,,,,
46241,Nimbus 2 debris,42442,1966-040BV,,Payload Fragmentation Debris,,,,,,,,,
46242,Seasat debris,42443,1978-064T,,Payload Fragmentation Debris,,,,,,,,,
46243,Seasat debris,42444,1978-064U,,Payload Fragmentation Debris,,,,,,26/06/2017,,,
46244,Cosmos-1461 fragmentation debris,42445,1983-044GF,,Payload Fragmentation Debris,,,,,,25/02/2019,,,
46245,Cosmos-1461 fragmentation debris,42446,1983-044GG,,Payload Fragmentation Debris,,,,,,15/09/2020,,,
