id,Name,SATNO,COSPAR ID,VIMPEL ID,Object Class,Mass (kg),Shape,Length (m),Height (m),Depth (m),Re-entry Epoch,Max.cross section (m²),Min. cross section (m²),Avg. cross section (m²)
65032,Starlink 1923,46754,2020-074R,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65033,Starlink 1924,46755,2020-074S,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65034,Starlink 1925,46756,2020-074T,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65035,Starlink 1926,46757,2020-074U,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65036,Starlink 1928,46758,2020-074V,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65037,Starlink 1833,46759,2020-074W,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65038,Starlink 1896,46760,2020-074X,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65039,Starlink 1897,46761,2020-074Y,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65040,Starlink 1901,46762,2020-074Z,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65041,Starlink 1902,46763,2020-074AA,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65042,Starlink 1903,46764,2020-074AB,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65043,Starlink 1906,46765,2020-074AC,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65044,Starlink 1916,46766,2020-074AD,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65045,Starlink 1917,46767,2020-074AE,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65046,Starlink 1918,46768,2020-074AF,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65047,Starlink 1919,46769,2020-074AG,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65048,Starlink 1932,46770,2020-074AH,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65049,Starlink 1935,46771,2020-074AJ,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65050,Starlink 1936,46772,2020-074AK,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65051,Starlink 1937,46773,2020-074AL,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65052,Starlink 1939,46774,2020-074AM,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65053,Starlink 1945,46775,2020-074AN,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65054,Starlink 1946,46776,2020-074AP,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65055,Starlink 1949,46777,2020-074AQ,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65056,Starlink 1950,46778,2020-074AR,,Payload,260,Box + 1 Pan,3.3,0.2,9,06/11/2020,23.657,0.9049,13.6031511029411
65057,Starlink 1798,46779,2020-074AS,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65058,Starlink 1832,46780,2020-074AT,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65059,Starlink 1834,46781,2020-074AU,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65060,Starlink 1835,46782,2020-074AV,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65061,Starlink 1851,46783,2020-074AW,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65062,Starlink 1882,46784,2020-074AX,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65063,Starlink 1883,46785,2020-074AY,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65064,Starlink 1893,46786,2020-074AZ,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65065,Starlink 1899,46787,2020-074BA,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65066,Starlink 1929,46788,2020-074BB,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65067,Starlink 1930,46789,2020-074BC,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65068,Starlink 1931,46790,2020-074BD,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65069,Starlink 1933,46791,2020-074BE,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65070,Starlink 1934,46792,2020-074BF,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65071,Starlink 1941,46793,2020-074BG,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65072,Starlink 1942,46794,2020-074BH,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65073,Starlink 1943,46795,2020-074BJ,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65074,Starlink 1944,46796,2020-074BK,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65075,Starlink 1947,46797,2020-074BL,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65076,Starlink 1948,46798,2020-074BM,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65077,Starlink operational debris (deployment rail),46799,2020-074BN,,Rocket Mission Related Object,5,Cyl,0.02,7,7,21/11/2020,0.14,0.0003,0.1101
65078,Starlink operational debris (deployment rail),46800,2020-074BP,,Rocket Mission Related Object,5,Cyl,0.02,7,7,22/11/2020,0.14,0.0003,0.1101
65079,Starlink operational debris (deployment rail),46801,2020-074BQ,,Rocket Mission Related Object,5,Cyl,0.02,7,7,20/11/2020,0.14,0.0003,0.1101
65080,Starlink operational debris (deployment rail),46802,2020-074BR,,Rocket Mission Related Object,5,Cyl,0.02,7,7,17/11/2020,0.14,0.0003,0.1101
65081,Falcon 9 Merlin-V (1D+) (Falcon 9 v1.2),46803,2020-074BS,,Rocket Body,4300,Cyl,3.6,16,16,16/11/2020,58.4924538651002,10.1787601976309,50.3283143105085
65082,Centaur-5 SEC debris,46848,2018-079DD,,Rocket Fragmentation Debris,,,,,,,,,
65083,Centaur-5 SEC debris,46849,2018-079DE,,Rocket Fragmentation Debris,,,,,,,,,
65084,Centaur-5 SEC debris,46850,2018-079DF,,Rocket Fragmentation Debris,,,,,,,,,
65085,Centaur-5 SEC debris,46851,2018-079DG,,Rocket Fragmentation Debris,,,,,,,,,
65086,Centaur-5 SEC debris,46852,2018-079DH,,Rocket Fragmentation Debris,,,,,,,,,
65087,Centaur-5 SEC debris,46853,2018-079DJ,,Rocket Fragmentation Debris,,,,,,,,,
65088,Centaur-5 SEC debris,46854,2018-079DK,,Rocket Fragmentation Debris,,,,,,,,,
65089,Centaur-5 SEC debris,46855,2018-079DL,,Rocket Fragmentation Debris,,,,,,,,,
65090,Centaur-5 SEC debris,46856,2018-079DM,,Rocket Fragmentation Debris,,,,,,,,,
65091,Centaur-5 SEC debris,46857,2018-079DN,,Rocket Fragmentation Debris,,,,,,,,,
65092,Centaur-5 SEC debris,46858,2018-079DP,,Rocket Fragmentation Debris,,,,,,,,,
65093,Centaur-5 SEC debris,46859,2018-079DQ,,Rocket Fragmentation Debris,,,,,,,,,
65094,Centaur-5 SEC debris,46860,2018-079DR,,Rocket Fragmentation Debris,,,,,,,,,
65095,Centaur-5 SEC debris,46863,2018-079DU,,Rocket Fragmentation Debris,,,,,,,,,
65096,Centaur-5 SEC debris,46864,2018-079DV,,Rocket Fragmentation Debris,,,,,,,,,
65097,Centaur-5 SEC debris,46865,2018-079DW,,Rocket Fragmentation Debris,,,,,,,,,
65098,Centaur-5 SEC debris,46866,2018-079DX,,Rocket Fragmentation Debris,,,,,,,,,
65099,Centaur-5 SEC debris,46867,2018-079DY,,Rocket Fragmentation Debris,,,,,,,,,
65100,Centaur-5 SEC debris,46868,2018-079DZ,,Rocket Fragmentation Debris,,,,,,,,,
65101,Centaur-5 SEC debris,46869,2018-079EA,,Rocket Fragmentation Debris,,,,,,,,,
65102,Centaur-5 SEC debris,46870,2018-079EB,,Rocket Fragmentation Debris,,,,,,,,,
65103,Resurs-O1 N3 debris,46873,1994-074BD,,Payload Fragmentation Debris,,,,,,,,,
65104,Resurs-O1 N3 debris,46874,1994-074BE,,Payload Fragmentation Debris,,,,,,,,,
65105,Resurs-O1 N3 debris,46876,1994-074BG,,Payload Fragmentation Debris,,,,,,,,,
65106,Resurs-O1 N3 debris,46875,1994-074BF,,Payload Fragmentation Debris,,,,,,,,,
65107,Resurs-O1 N3 debris,46877,1994-074BH,,Payload Fragmentation Debris,,,,,,,,,
65108,Resurs-O1 N3 debris,46878,1994-074BJ,,Payload Fragmentation Debris,,,,,,,,,
65109,Resurs-O1 N3 debris,46879,1994-074BK,,Payload Fragmentation Debris,,,,,,,,,
65110,Resurs-O1 N3 debris,46881,1994-074BM,,Payload Fragmentation Debris,,,,,,,,,
65111,Resurs-O1 N3 debris,46880,1994-074BL,,Payload Fragmentation Debris,,,,,,,,,
65112,Resurs-O1 N3 debris,46882,1994-074BN,,Payload Fragmentation Debris,,,,,,,,,
65113,Resurs-O1 N3 debris,46883,1994-074BP,,Payload Fragmentation Debris,,,,,,,,,
65114,Resurs-O1 N3 debris,46884,1994-074BQ,,Payload Fragmentation Debris,,,,,,,,,
65115,Resurs-O1 N3 debris,46885,1994-074BR,,Payload Fragmentation Debris,,,,,,,,,
65116,Resurs-O1 N3 debris,46887,1994-074BT,,Payload Fragmentation Debris,,,,,,,,,
65117,Resurs-O1 N3 debris,46888,1994-074BU,,Payload Fragmentation Debris,,,,,,,,,
65118,Resurs-O1 N3 debris,46886,1994-074BS,,Payload Fragmentation Debris,,,,,,,,,
65119,Resurs-O1 N3 debris,46889,1994-074BV,,Payload Fragmentation Debris,,,,,,,,,
65120,Resurs-O1 N3 debris,46890,1994-074BW,,Payload Fragmentation Debris,,,,,,,,,
65121,Resurs-O1 N3 debris,46892,1994-074BY,,Payload Fragmentation Debris,,,,,,,,,
65122,Resurs-O1 N3 debris,46893,1994-074BZ,,Payload Fragmentation Debris,,,,,,,,,
65123,Resurs-O1 N3 debris,46894,1994-074CA,,Payload Fragmentation Debris,,,,,,,,,
65124,Resurs-O1 N3 debris,46895,1994-074CB,,Payload Fragmentation Debris,,,,,,,,,
65125,Resurs-O1 N3 debris,46891,1994-074BX,,Payload Fragmentation Debris,,,,,,,,,
65126,Resurs-O1 N3 debris,46896,1994-074CC,,Payload Fragmentation Debris,,,,,,,,,
65127,Resurs-O1 N3 debris,46898,1994-074CE,,Payload Fragmentation Debris,,,,,,,,,
65128,Resurs-O1 N3 debris,46897,1994-074CD,,Payload Fragmentation Debris,,,,,,,,,
65129,Resurs-O1 N3 debris,46899,1994-074CF,,Payload Fragmentation Debris,,,,,,,,,
65130,Resurs-O1 N3 debris,46900,1994-074CG,,Payload Fragmentation Debris,,,,,,,,,
65131,Resurs-O1 N3 debris,46902,1994-074CJ,,Payload Fragmentation Debris,,,,,,,,,
65132,Resurs-O1 N3 debris,46903,1994-074CK,,Payload Fragmentation Debris,,,,,,,,,
65133,Resurs-O1 N3 debris,46901,1994-074CH,,Payload Fragmentation Debris,,,,,,,,,
65134,GPS III SV04,46826,2020-078A,,Payload,4400,Box + 2 Pan,1.8,3.4,14,,9.24155831015527,3.24,7.74
65135,NuSat 12,46827,2020-079A,,Payload,44,Box,0.4,0.75,0.75,,0.453431361950185,0.16,0.38
65136,NuSat 9,46828,2020-079B,,Payload,44,Box,0.4,0.75,0.75,,0.453431361950185,0.16,0.38
65137,NuSat 11,46829,2020-079C,,Payload,44,Box,0.4,0.75,0.75,,0.453431361950185,0.16,0.38
65138,NuSat 15,46830,2020-079D,,Payload,44,Box,0.4,0.75,0.75,,0.453431361950185,0.16,0.38
65139,NuSat 14,46831,2020-079E,,Payload,44,Box,0.4,0.75,0.75,,0.453431361950185,0.16,0.38
65140,NuSat 10,46832,2020-079F,,Payload,44,Box,0.4,0.75,0.75,,0.453431361950185,0.16,0.38
65141,NuSat 13,46833,2020-079G,,Payload,44,Box,0.4,0.75,0.75,,0.453431361950185,0.16,0.38
65142,NuSat 16,46840,2020-079P,,Payload,44,Box,0.4,0.75,0.75,,0.453431361950185,0.16,0.38
65143,NuSat 17,46835,2020-079J,,Payload,44,Box,0.4,0.75,0.75,,0.453431361950185,0.16,0.38
65144,NuSat 18,46836,2020-079K,,Payload,44,Box,0.4,0.75,0.75,,0.453431361950185,0.16,0.38
65145,Tianyi-20 (Beihang kongshi 1),46837,2020-079L,,Payload,10,Box + 2 Pan,0.2,0.3,1,,0.2221,0.04,0.1264
65146,Tianyan 05 (Dianzi keji daxue),46838,2020-079M,,Payload,70,Box + 2 Pan,0.2,0.5,0.5,,0.147,0.04,0.12
65147,BY70-3,46839,2020-079N,,Payload,30,Box,0.2,0.3,0.2,,0.0938083151964686,0.04,0.08
65148,CZ-6 operational debris (upper deck adapter),46834,2020-079H,,Rocket Mission Related Object,30,Cyl + 1 Disk,1.5,0.5,1.5,,1.9197,0.75,1.4726
65149,PBV (Long March (CZ) 6),46841,2020-079Q,,Rocket Body,,Cyl,2.25,0.8,2.25,21/12/2020,9.83916652313633,3.97607820219958,9.05662257167683
65150,Centaur-5 SEC debris,46842,2018-079CX,,Rocket Fragmentation Debris,,,,,,,,,
65151,Centaur-5 SEC debris,46843,2018-079CY,,Rocket Fragmentation Debris,,,,,,,,,
65152,Centaur-5 SEC debris,46844,2018-079CZ,,Rocket Fragmentation Debris,,,,,,,,,
65153,Centaur-5 SEC debris,46845,2018-079DA,,Rocket Fragmentation Debris,,,,,,,,,
65154,Centaur-5 SEC debris,46846,2018-079DB,,Rocket Fragmentation Debris,,,,,,,,,
65155,Centaur-5 SEC debris,46847,2018-079DC,,Rocket Fragmentation Debris,,,,,,,,,
65156,,,,139908,Unknown,,,,,,,,,
65157,,,,100102,Unknown,,,,,,,,,
65158,,,,142731,Unknown,,,,,,,,,
65159,,,,74637,Unknown,,,,,,,,,
65160,,,,82707,Unknown,,,,,,,,,
65161,,,,67610,Unknown,,,,,,,,,
65162,,,,82208,Unknown,,,,,,,,,
65163,,,,77729,Unknown,,,,,,,,,
65164,,,,84002,Unknown,,,,,,,,,
65165,,,,86305,Unknown,,,,,,,,,
65166,,,,74916,Unknown,,,,,,,,,
65167,,,,81711,Unknown,,,,,,,,,
65168,,,,161201,Unknown,,,,,,,,,
65169,,,,79028,Unknown,,,,,,,,,
65170,,,,80706,Unknown,,,,,,,,,
65171,,,,79819,Unknown,,,,,,,,,
65172,,,,79820,Unknown,,,,,,,,,
65173,,,,143695,Unknown,,,,,,,,,
65174,,,,141015,Unknown,,,,,,,,,
65175,,,,45403,Unknown,,,,,,,,,
65176,,,,103902,Unknown,,,,,,,,,
65177,,,,77920,Unknown,,,,,,,,,
65178,,,,79717,Unknown,,,,,,,,,
65179,,,,131301,Unknown,,,,,,,,,
65180,,,,136806,Unknown,,,,,,,,,
65181,,,,142822,Unknown,,,,,,,,,
65182,,,,10601,Unknown,,,,,,,,,
65183,,,,205800,Unknown,,,,,,,,,
65184,,,,146415,Unknown,,,,,,,,,
65185,,,,80112,Unknown,,,,,,,,,
65186,,,,75515,Unknown,,,,,,,,,
65187,,,,76414,Unknown,,,,,,,,,
65188,,,,76415,Unknown,,,,,,,,,
65189,KSM1-C,46907,2020-081C,,Payload,10,Box,0.2,0.3,0.3,,0.0938083151964686,0.04,0.08
65190,PSLV fourth stage (PS4) (PSLV-DL),46915,2020-081L,,Rocket Body,920,Cyl + Cyl + 2 Nozzle,2.83,3.238,3.238,,11.1147,6.2902,10.3421
65191,Tianqi-11,46904,2020-080A,,Payload,40,Box,0.3,0.5,0.5,,0.230434372436058,0.09,0.195
65192,RISAT-2BR2,46905,2020-081A,,Payload,628,Hex Cyl + 2 Pan + 1 Dish,1,2,5,,5.3031,0.6495,2.9101
65193,M6P 2,46913,2020-081J,,Payload,6.8,Box,0.2,0.3,0.3,,0.0938083151964686,0.04,0.08
65194,KSM1-D,46906,2020-081B,,Payload,10,Box,0.2,0.3,0.3,,0.0938083151964686,0.04,0.08
65195,Lemur-2 Ozarak,46908,2020-081D,,Payload,4.6,Box + 2 Pan,0.1,0.3,0.3,,0.226,0.0246,0.124141176470588
65196,Lemur-2 Jindra,46909,2020-081E,,Payload,4.6,Box + 2 Pan,0.1,0.3,0.3,,0.226,0.0246,0.124141176470588
65197,Lemur-2 Wallace,46910,2020-081F,,Payload,4.6,Box + 2 Pan,0.1,0.3,0.3,,0.226,0.0246,0.124141176470588
65198,Lemur-2 Jeremiah,46911,2020-081G,,Payload,4.6,Box + 2 Pan,0.1,0.3,0.3,,0.226,0.0246,0.124141176470588
65199,Centaur-5 SEC debris,46872,2018-079ED,,Rocket Fragmentation Debris,,,,,,,,,
65200,Centaur-5 SEC debris,46871,2018-079EC,,Rocket Fragmentation Debris,,,,,,,,,
65201,Centaur-5 SEC debris,46862,2018-079DT,,Rocket Fragmentation Debris,,,,,,,,,
65202,Centaur-5 SEC debris,46861,2018-079DS,,Rocket Fragmentation Debris,,,,,,,,,
65203,KSM1-A,46912,2020-081H,,Payload,10,Box,0.2,0.3,0.3,,0.0938083151964686,0.04,0.08
65204,H-18 (Long March (CZ) 3B),46917,2020-082B,,Rocket Body,2800,Cyl + 1 Nozzle,3,12.83,12.83,28/02/2021,39.1337,7.0686,33.7643
65205,KSM1-B,46914,2020-081K,,Payload,10,Box,0.2,0.3,0.3,,0.0938083151964686,0.04,0.08
65206,,,,80309,Unknown,,,,,,,,,
65207,,,,89801,Unknown,,,,,,,,,
65208,,,,78431,Unknown,,,,,,,,,
65209,Tiantong-1 02,46916,2020-082A,,Payload,5200,Box + 2 Pan,2.5,5,30,,73.7507,6.25,34.0633
65210,Centaur-5 SEC (Atlas V 531),46919,2020-083B,,Rocket Body,2020,Cyl + 1 Nozzle,,12.68,,,,,
65211,USA 310,46918,2020-083A,,Payload,,Box + 1 Dish,,,,,,,
65212,Fregat-SB (Zenit-3F),46736,2011-037ND,,Rocket Body,1050,Cyl,3.3,1.7,3.3,,10.2286689997234,5.61,8.68257669635879
65213,Falcon 9 Merlin-V (1D+) (Falcon 9 v1.2),,2020-073IA,,Rocket Body,4300,Cyl,3.6,16,16,18/10/2020,58.4924538651002,10.1787601976309,50.3283143105085
65215,Dragon C206 (Resilience),46920,2020-084A,,Payload,13000,Cyl + 1 Frust,4,4.9,4.9,,23.2825,12.5664,21.677
65216,SPOC,46921,1998-067RR,,Payload,4,Box,0.1,0.3,0.3,,0.0435889894354067,0.01,0.035
65217,Bobcat 1,46922,1998-067RS,,Payload,4,Box,0.1,0.3,0.3,,0.0435889894354067,0.01,0.035
65218,NEUTRON-1,46923,1998-067RT,,Payload,4,Box,0.1,0.3,0.3,,0.0435889894354067,0.01,0.035
65219,SATTLA-1,46924,1998-067RU,,Payload,1,Box,0.1,0.1,0.1,,0.0173205080756888,0.01,0.015
65220,Lemur-2 Baxter-Oliver,46925,1998-067RV,,Payload,4.6,Box + 2 Pan,0.1,0.3,0.3,,0.226,0.0246,0.124141176470588
65221,Lemur-2 Djara,46926,1998-067RW,,Payload,4.6,Box + 2 Pan,0.1,0.3,0.3,,0.226,0.0246,0.124141176470588
65222,DESCENT Mother,46927,1998-067RX,,Payload,2,Box,0.1,0.1,0.1,,0.0173205080756888,0.01,0.015
65223,Aerocube 10 probe,46928,2019-022N,,Payload,0.016,Sphere,0.098,0.098,0.098,13/02/2021,0.00754296396126909,0.00754296396126909,0.00754296396126909
65224,Iridium 33 debris,46976,1997-051ACJ,,Payload Fragmentation Debris,,,,,,,,,
65225,Iridium 33 debris,46977,1997-051ACK,,Payload Fragmentation Debris,,,,,,,,,
65226,Iridium 33 debris,46978,1997-051ACL,,Payload Fragmentation Debris,,,,,,,,,
65227,Iridium 33 debris,46979,1997-051ACM,,Payload Fragmentation Debris,,,,,,,,,
65228,Iridium 33 debris,46980,1997-051ACN,,Payload Fragmentation Debris,,,,,,,,,
65229,Iridium 33 debris,46981,1997-051ACP,,Payload Fragmentation Debris,,,,,,,,,
65230,Iridium 33 debris,46982,1997-051ACQ,,Payload Fragmentation Debris,,,,,,,,,
65231,Iridium 33 debris,46983,1997-051ACR,,Payload Fragmentation Debris,,,,,,,,,
65232,Iridium 33 debris,46734,1997-051ABR,,Payload Fragmentation Debris,,,,,,,,,
65233,Electron kick stage (Electron (Curie)),46929,2020-085A,,Rocket Body,100,Trunc Cone,1,,,,,,
65234,Electron second stage (Electron (Curie)),46930,2020-085B,,Rocket Body,250,Cyl,1.2,2.4,1.2,30/11/2020,3.09410742062734,1.13097335529233,2.82743338823081
65235,APSS 1,46932,2020-085D,,Payload,1,Box,0.1,0.1,0.1,,0.0173205080756888,0.01,0.015
65236,Iridium 33 debris,46804,1997-051ABS,,Payload Fragmentation Debris,,,,,,,,,
65237,BRO-3,46943,2020-085Q,,Payload,10,Box,0.2,0.3,0.3,,0.0938083151964686,0.04,0.08
65238,SpaceBEE 35,46934,2020-085F,,Payload,0.284,Box + 2 Ant,0.1,0.025,0.9,,0.0281,0.0095,0.0155735294117646
65239,SpaceBEE 23,46960,2020-085AH,,Payload,0.284,Box + 2 Ant,0.1,0.025,0.9,,0.0281,0.0095,0.0155735294117646
65240,SpaceBEE 37,46936,2020-085H,,Payload,0.284,Box + 2 Ant,0.1,0.025,0.9,,0.0281,0.0095,0.0155735294117646
65241,SpaceBEE 38,46937,2020-085J,,Payload,0.284,Box + 2 Ant,0.1,0.025,0.9,,0.0281,0.0095,0.0155735294117646
65242,SpaceBEE NZ-3,46938,2020-085K,,Payload,0.284,Box + 2 Ant,0.1,0.025,0.9,,0.0281,0.0095,0.0155735294117646
65243,SpaceBEE NZ-4,46939,2020-085L,,Payload,0.284,Box + 2 Ant,0.1,0.025,0.9,,0.0281,0.0095,0.0155735294117646
65244,SpaceBEE 36,46935,2020-085G,,Payload,0.284,Box + 2 Ant,0.1,0.025,0.9,,0.0281,0.0095,0.0155735294117646
65245,SpaceBEE NZ-5,46941,2020-085N,,Payload,0.284,Box + 2 Ant,0.1,0.025,0.9,,0.0281,0.0095,0.0155735294117646
65246,BRO-2,46940,2020-085M,,Payload,10,Box,0.2,0.3,0.3,,0.0938083151964686,0.04,0.08
65247,SpaceBEE NZ-6,46942,2020-085P,,Payload,0.284,Box + 2 Ant,0.1,0.025,0.9,,0.0281,0.0095,0.0155735294117646
65248,SpaceBEE 3,46933,2020-085E,,Payload,0.284,Box + 2 Ant,0.1,0.025,0.9,,0.0281,0.0095,0.0155735294117646
65249,SpaceBEE 33,46944,2020-085R,,Payload,0.284,Box + 2 Ant,0.1,0.025,0.9,,0.0281,0.0095,0.0155735294117646
65250,SpaceBEE 32,46945,2020-085S,,Payload,0.284,Box + 2 Ant,0.1,0.025,0.9,,0.0281,0.0095,0.0155735294117646
65251,SpaceBEE 30,46946,2020-085T,,Payload,0.284,Box + 2 Ant,0.1,0.025,0.9,,0.0281,0.0095,0.0155735294117646
65252,SpaceBEE 28,46948,2020-085V,,Payload,0.284,Box + 2 Ant,0.1,0.025,0.9,,0.0281,0.0095,0.0155735294117646
65253,SpaceBEE 29,46949,2020-085W,,Payload,0.284,Box + 2 Ant,0.1,0.025,0.9,,0.0281,0.0095,0.0155735294117646
65254,SpaceBEE 27,46950,2020-085X,,Payload,0.284,Box + 2 Ant,0.1,0.025,0.9,,0.0281,0.0095,0.0155735294117646
65255,SpaceBEE 25,46951,2020-085Y,,Payload,0.284,Box + 2 Ant,0.1,0.025,0.9,,0.0281,0.0095,0.0155735294117646
65256,SpaceBEE 24,46952,2020-085Z,,Payload,0.284,Box + 2 Ant,0.1,0.025,0.9,,0.0281,0.0095,0.0155735294117646
65257,SpaceBEE 22,46953,2020-085AA,,Payload,0.284,Box + 2 Ant,0.1,0.025,0.9,,0.0281,0.0095,0.0155735294117646
65258,Dragracer A,46954,2020-085AB,,Payload,12,Box + 1 Tether,0.2,0.3,70,,0.0938,0.04,0.08
65259,SpaceBEE 31,46947,2020-085U,,Payload,0.284,Box + 2 Ant,0.1,0.025,0.9,,0.0281,0.0095,0.0155735294117646
65260,Dragracer B,46955,2020-085AC,,Payload,12,Box,0.2,0.3,0.3,,0.0938083151964686,0.04,0.08
65261,Iridium 33 debris,46961,1997-051ABT,,Payload Fragmentation Debris,,,,,,,,,
65262,Iridium 33 debris,46962,1997-051ABU,,Payload Fragmentation Debris,,,,,,,,,
65263,Iridium 33 debris,46963,1997-051ABV,,Payload Fragmentation Debris,,,,,,,,,
65264,Iridium 33 debris,46964,1997-051ABW,,Payload Fragmentation Debris,,,,,,,,,
65265,Iridium 33 debris,46965,1997-051ABX,,Payload Fragmentation Debris,,,,,,,,,
65266,Iridium 33 debris,46966,1997-051ABY,,Payload Fragmentation Debris,,,,,,,,,
65267,Iridium 33 debris,46967,1997-051ABZ,,Payload Fragmentation Debris,,,,,,,,,
65268,Iridium 33 debris,46968,1997-051ACA,,Payload Fragmentation Debris,,,,,,,,,
65269,Iridium 33 debris,46969,1997-051ACB,,Payload Fragmentation Debris,,,,,,,,,
65270,Iridium 33 debris,46970,1997-051ACC,,Payload Fragmentation Debris,,,,,,,,,
65271,Iridium 33 debris,46971,1997-051ACD,,Payload Fragmentation Debris,,,,,,,,,
65272,Iridium 33 debris,46972,1997-051ACE,,Payload Fragmentation Debris,,,,,,,,,
65273,Iridium 33 debris,46973,1997-051ACF,,Payload Fragmentation Debris,,,,,,,,,
65274,Iridium 33 debris,46974,1997-051ACG,,Payload Fragmentation Debris,,,,,,,,,
65275,Iridium 33 debris,46975,1997-051ACH,,Payload Fragmentation Debris,,,,,,,,,
65276,,,,125005,Unknown,,,,,,,,,
65277,,,,71726,Unknown,,,,,,,,,
65278,,,,145428,Unknown,,,,,,,,,
65279,,,,33918,Unknown,,,,,,,,,
65280,Sentinel 6 Michael Freilich,46984,2020-086A,,Payload,1349.6,Hex Cyl,4.37,2.35,5.15,,16.1033,8.8936,13.904
65281,Falcon 9 Merlin-V (1D+) (Falcon 9 v1.2),46985,2020-086B,,Rocket Body,4300,Cyl,3.6,16,16,22/11/2020,58.4924538651002,10.1787601976309,50.3283143105085
65282,Fengyun 1C debris,46986,1999-025EZL,,Payload Fragmentation Debris,,,,,,,,,
65283,Fengyun 1C debris,46987,1999-025EZM,,Payload Fragmentation Debris,,,,,,,,,
65284,Fengyun 1C debris,46988,1999-025EZN,,Payload Fragmentation Debris,,,,,,,,,
65285,Fengyun 1C debris,46989,1999-025EZP,,Payload Fragmentation Debris,,,,,,,,,
65286,Fengyun 1C debris,46990,1999-025EZQ,,Payload Fragmentation Debris,,,,,,,,,
65287,Fengyun 1C debris,46991,1999-025EZR,,Payload Fragmentation Debris,,,,,,,,,
65288,Fengyun 1C debris,46992,1999-025EZS,,Payload Fragmentation Debris,,,,,,,,,
