id,Name,SATNO,COSPAR ID,VIMPEL ID,Object Class,Mass (kg),Shape,Length (m),Height (m),Depth (m),Re-entry Epoch,Max.cross section (m²),Min. cross section (m²),Avg. cross section (m²)
64795,Starlink 1708,46580,2020-070BA,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64796,Starlink 1712,46581,2020-070BB,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64797,Starlink 1728,46582,2020-070BC,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64798,Starlink 1729,46583,2020-070BD,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64799,Starlink 1732,46584,2020-070BE,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64800,Starlink 1736,46585,2020-070BF,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64801,Starlink 1737,46586,2020-070BG,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64802,Starlink 1744,46587,2020-070BH,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64803,Starlink 1746,46588,2020-070BJ,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64804,Starlink 1749,46589,2020-070BK,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64805,Starlink 1754,46590,2020-070BL,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64806,Starlink 1755,46591,2020-070BM,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64807,Fregat SBB debris,46615,2011-037MF,,Rocket Fragmentation Debris,,,,,,19/11/2020,,,
64808,Fregat SBB debris,46616,2011-037MG,,Rocket Fragmentation Debris,,,,,,,,,
64809,Fregat SBB debris,46617,2011-037MH,,Rocket Fragmentation Debris,,,,,,09/11/2020,,,
64810,Fregat SBB debris,46618,2011-037MJ,,Rocket Fragmentation Debris,,,,,,,,,
64811,Fregat SBB debris,46619,2011-037MK,,Rocket Fragmentation Debris,,,,,,,,,
64812,Fregat SBB debris,46620,2011-037ML,,Rocket Fragmentation Debris,,,,,,,,,
64813,Fregat SBB debris,46621,2011-037MM,,Rocket Fragmentation Debris,,,,,,,,,
64814,Fregat SBB debris,46622,2011-037MN,,Rocket Fragmentation Debris,,,,,,,,,
64815,Fregat SBB debris,46623,2011-037MP,,Rocket Fragmentation Debris,,,,,,,,,
64816,Fregat SBB debris,46635,2011-037NB,,Rocket Fragmentation Debris,,,,,,,,,
64817,Fregat SBB debris,46625,2011-037MR,,Rocket Fragmentation Debris,,,,,,,,,
64818,Fregat SBB debris,46624,2011-037MQ,,Rocket Fragmentation Debris,,,,,,,,,
64819,Fregat SBB debris,46627,2011-037MT,,Rocket Fragmentation Debris,,,,,,,,,
64820,Fregat SBB debris,46628,2011-037MU,,Rocket Fragmentation Debris,,,,,,,,,
64821,Fregat SBB debris,46629,2011-037MV,,Rocket Fragmentation Debris,,,,,,26/10/2020,,,
64822,Fregat SBB debris,46630,2011-037MW,,Rocket Fragmentation Debris,,,,,,25/12/2020,,,
64823,Fregat SBB debris,46631,2011-037MX,,Rocket Fragmentation Debris,,,,,,,,,
64824,Fregat SBB debris,46632,2011-037MY,,Rocket Fragmentation Debris,,,,,,,,,
64825,Fregat SBB debris,46633,2011-037MZ,,Rocket Fragmentation Debris,,,,,,,,,
64826,Fregat SBB debris,46634,2011-037NA,,Rocket Fragmentation Debris,,,,,,,,,
64827,Fregat SBB debris,46626,2011-037MS,,Rocket Fragmentation Debris,,,,,,,,,
64828,Centaur-5 SEC debris,46637,2014-055CM,,Rocket Fragmentation Debris,,,,,,,,,
64829,Centaur-5 SEC debris,46638,2014-055CN,,Rocket Fragmentation Debris,,,,,,,,,
64830,Centaur-5 SEC debris,46639,2014-055CP,,Rocket Fragmentation Debris,,,,,,,,,
64831,Centaur-5 SEC debris,46640,2014-055CQ,,Rocket Fragmentation Debris,,,,,,,,,
64832,Centaur-5 SEC debris,46641,2014-055CR,,Rocket Fragmentation Debris,,,,,,,,,
64833,Centaur-5 SEC debris,46642,2014-055CS,,Rocket Fragmentation Debris,,,,,,,,,
64834,Centaur-5 SEC debris,46643,2014-055CT,,Rocket Fragmentation Debris,,,,,,,,,
64835,Centaur-5 SEC debris,46644,2014-055CU,,Rocket Fragmentation Debris,,,,,,,,,
64836,Centaur-5 SEC debris,46645,2014-055CV,,Rocket Fragmentation Debris,,,,,,,,,
64837,Centaur-5 SEC debris,46646,2014-055CW,,Rocket Fragmentation Debris,,,,,,,,,
64838,Centaur-5 SEC debris,46647,2014-055CX,,Rocket Fragmentation Debris,,,,,,,,,
64839,Centaur-5 SEC debris,46648,2014-055CY,,Rocket Fragmentation Debris,,,,,,,,,
64840,Centaur-5 SEC debris,46649,2014-055CZ,,Rocket Fragmentation Debris,,,,,,,,,
64841,Centaur-5 SEC debris,46650,2014-055DA,,Rocket Fragmentation Debris,,,,,,,,,
64842,Centaur-5 SEC debris,46651,2014-055DB,,Rocket Fragmentation Debris,,,,,,,,,
64843,Centaur-5 SEC debris,46652,2014-055DC,,Rocket Fragmentation Debris,,,,,,,,,
64844,Centaur-5 SEC debris,46653,2014-055DD,,Rocket Fragmentation Debris,,,,,,,,,
64845,Centaur-5 SEC debris,46654,2014-055DE,,Rocket Fragmentation Debris,,,,,,,,,
64846,Centaur-5 SEC debris,46655,2018-079CH,,Rocket Fragmentation Debris,,,,,,,,,
64847,Centaur-5 SEC debris,46656,2018-079CJ,,Rocket Fragmentation Debris,,,,,,,,,
64848,Centaur-5 SEC debris,46657,2018-079CK,,Rocket Fragmentation Debris,,,,,,,,,
64849,Centaur-5 SEC debris,46658,2018-079CL,,Rocket Fragmentation Debris,,,,,,,,,
64850,Centaur-5 SEC debris,46659,2018-079CM,,Rocket Fragmentation Debris,,,,,,,,,
64851,Centaur-5 SEC debris,46660,2018-079CN,,Rocket Fragmentation Debris,,,,,,,,,
64852,Centaur-5 SEC debris,46661,2018-079CP,,Rocket Fragmentation Debris,,,,,,,,,
64853,Centaur-5 SEC debris,46662,2018-079CQ,,Rocket Fragmentation Debris,,,,,,,,,
64854,Centaur-5 SEC debris,46663,2018-079CR,,Rocket Fragmentation Debris,,,,,,,,,
64855,Centaur-5 SEC debris,46664,2018-079CS,,Rocket Fragmentation Debris,,,,,,,,,
64856,Centaur-5 SEC debris,46665,2018-079CT,,Rocket Fragmentation Debris,,,,,,,,,
64857,Centaur-5 SEC debris,46666,2018-079CU,,Rocket Fragmentation Debris,,,,,,,,,
64858,Centaur-5 SEC debris,46667,2018-079CV,,Rocket Fragmentation Debris,,,,,,,,,
64859,Centaur-5 SEC debris,46668,2018-079CW,,Rocket Fragmentation Debris,,,,,,,,,
64860,Falcon 9 Merlin-V (1D+) (Falcon 9 v1.2),46669,2020-070BS,,Rocket Body,4300,Cyl,3.6,16,16,30/10/2020,58.4924538651002,10.1787601976309,50.3283143105085
64861,,,,155202,Unknown,,,,,,,,,
64862,,,,152803,Unknown,,,,,,,,,
64863,,,,139719,Unknown,,,,,,,,,
64864,,,,26602,Unknown,,,,,,,,,
64865,,,,114603,Unknown,,,,,,,,,
64866,,,,66412,Unknown,,,,,,,,,
64867,,,,82706,Unknown,,,,,,,,,
64868,,,,72604,Unknown,,,,,,,,,
64869,Starlink 1819,46670,2020-073A,,Payload,260,Box + 1 Pan,3.3,0.2,9,25/10/2020,23.657,0.9049,13.6031511029411
64870,Fregat SBB debris,46636,2011-037NC,,Rocket Fragmentation Debris,,,,,,,,,
64871,Flock 4v-23,46737,2020-061BM,,Payload,5.7,Box + 2 Pan,0.1,0.3,0.3,,0.1911,0.0223,0.107892647058823
64872,Flock 4v-22,46735,2020-061BL,,Payload,5.7,Box + 2 Pan,0.1,0.3,0.3,,0.1911,0.0223,0.107892647058823
64873,Flock 4v-24,46738,2020-061BN,,Payload,5.7,Box + 2 Pan,0.1,0.3,0.3,,0.1911,0.0223,0.107892647058823
64874,,,,140611,Unknown,,,,,,,,,
64875,,,,60804,Unknown,,,,,,,,,
64876,,,,136007,Unknown,,,,,,,,,
64877,,,,142728,Unknown,,,,,,,,,
64878,,,,71817,Unknown,,,,,,,,,
64879,,,,74635,Unknown,,,,,,,,,
64880,,,,29501,Unknown,,,,,,,,,
64881,,,,134608,Unknown,,,,,,,,,
64882,,,,64407,Unknown,,,,,,,,,
64883,,,,112802,Unknown,,,,,,,,,
64884,,,,141608,Unknown,,,,,,,,,
64885,,,,64809,Unknown,,,,,,,,,
64886,,,,143592,Unknown,,,,,,,,,
64887,,,,64107,Unknown,,,,,,,,,
64888,,,,152303,Unknown,,,,,,,,,
64889,,,,96503,Unknown,,,,,,,,,
64890,,,,121401,Unknown,,,,,,,,,
64891,,,,103100,Unknown,,,,,,,,,
64892,,,,93501,Unknown,,,,,,,,,
64893,,,,93502,Unknown,,,,,,,,,
64894,Starlink 1822,46719,2020-073BB,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64895,Starlink 1715,46671,2020-073B,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64896,Starlink 1716,46672,2020-073C,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64897,Starlink 1717,46673,2020-073D,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64898,Starlink 1718,46674,2020-073E,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64899,Starlink 1720,46675,2020-073F,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64900,Starlink 1731,46676,2020-073G,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64901,Starlink 1766,46677,2020-073H,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64902,Starlink 1772,46678,2020-073J,,Payload,260,Box + 1 Pan,3.3,0.2,9,28/12/2020,23.657,0.9049,13.6031511029411
64903,Starlink 1773,46679,2020-073K,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64904,Starlink 1774,46680,2020-073L,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64905,Starlink 1775,46681,2020-073M,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64906,Starlink 1776,46682,2020-073N,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64907,Starlink 1778,46683,2020-073P,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64908,Starlink 1780,46684,2020-073Q,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64909,Starlink 1781,46685,2020-073R,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64910,Starlink 1783,46686,2020-073S,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64911,Starlink 1784,46687,2020-073T,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64912,Starlink 1786,46688,2020-073U,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64913,Starlink 1788,46689,2020-073V,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64914,Starlink 1789,46690,2020-073W,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64915,Starlink 1790,46691,2020-073X,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64916,Starlink 1791,46692,2020-073Y,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64917,Starlink 1792,46693,2020-073Z,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64918,Starlink 1793,46694,2020-073AA,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64919,Starlink 1794,46695,2020-073AB,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64920,Starlink 1795,46696,2020-073AC,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64921,Starlink 1796,46697,2020-073AD,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64922,Starlink 1797,46698,2020-073AE,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64923,Starlink 1799,46699,2020-073AF,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64924,Starlink 1800,46700,2020-073AG,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64925,Starlink 1801,46701,2020-073AH,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64926,Starlink 1802,46702,2020-073AJ,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64927,Starlink 1803,46703,2020-073AK,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64928,Starlink 1804,46704,2020-073AL,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64929,Starlink 1805,46705,2020-073AM,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64930,Starlink 1807,46706,2020-073AN,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64931,Starlink 1808,46707,2020-073AP,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64932,Starlink 1810,46709,2020-073AR,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64933,Starlink 1809,46708,2020-073AQ,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64934,Starlink 1811,46710,2020-073AS,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64935,Starlink 1813,46711,2020-073AT,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64936,Starlink 1814,46712,2020-073AU,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64937,Starlink 1815,46713,2020-073AV,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64938,Starlink 1816,46714,2020-073AW,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64939,Starlink 1817,46715,2020-073AX,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64940,Starlink 1818,46716,2020-073AY,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64941,Starlink 1820,46717,2020-073AZ,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64942,Starlink 1821,46718,2020-073BA,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64943,Starlink 1823,46720,2020-073BC,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64944,Starlink 1824,46721,2020-073BD,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64945,Starlink 1825,46722,2020-073BE,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64946,Starlink 1826,46723,2020-073BF,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64947,Starlink 1827,46724,2020-073BG,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64948,Starlink 1828,46725,2020-073BH,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64949,Starlink 1829,46726,2020-073BJ,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64950,Starlink 1830,46727,2020-073BK,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64951,Starlink 1831,46728,2020-073BL,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64952,Starlink 1841,46729,2020-073BM,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
64953,Starlink operational debris (deployment rail),46730,2020-073BN,,Rocket Mission Related Object,5,Cyl,0.02,7,7,15/11/2020,0.14,0.0003,0.1101
64954,Starlink operational debris (deployment rail),46731,2020-073BP,,Rocket Mission Related Object,5,Cyl,0.02,7,7,16/11/2020,0.14,0.0003,0.1101
64955,Starlink operational debris (deployment rail),46732,2020-073BQ,,Rocket Mission Related Object,5,Cyl,0.02,7,7,14/11/2020,0.14,0.0003,0.1101
64956,Starlink operational debris (deployment rail),46733,2020-073BR,,Rocket Mission Related Object,5,Cyl,0.02,7,7,11/11/2020,0.14,0.0003,0.1101
64957,Glonass-K No. 15L,46805,2020-075A,,Payload,974,Box + 2 Pan,1,2,5,,6.2003,1,3.5853
64958,Fregat-M (Soyuz-2-1B Fregat-M),46806,2020-075B,,Rocket Body,920,Irr,3.48,1.74,3.48,,14.8321502905007,6.0552,12.1104
64959,Yaogan Weixing 30-07-01,46807,2020-076A,,Payload,500,Box + 2 Pan,0.5,0.5,1,,0.6332,0.25,0.446
64960,Yaogan Weixing 30-07-03,46809,2020-076C,,Payload,500,Box + 2 Pan,0.5,0.5,1,,0.6332,0.25,0.446
64961,Flock 4v-25,46812,2020-061BP,,Payload,5.7,Box + 2 Pan,0.1,0.3,0.3,,0.1911,0.0223,0.107892647058823
64962,Yaogan Weixing 30-07-02,46808,2020-076B,,Payload,500,Box + 2 Pan,0.5,0.5,1,,0.6332,0.25,0.446
64963,Tianqi-6,46810,2020-076D,,Payload,40,Box,0.3,0.5,0.5,,0.230434372436058,0.09,0.195
64964,L-55 (YF24) (Long March (CZ) 2C),46811,2020-076E,,Rocket Body,3800,Cyl,3.35,9.94,9.94,,26.5945910961915,8.81413088872786,24.113883461251
64965,Electron second stage (Electron (Curie)),46823,2020-077L,,Rocket Body,250,Cyl,1.2,2.4,1.2,11/11/2020,3.09410742062734,1.13097335529233,2.82743338823081
64966,Flock 4e'-8,46816,2020-077D,,Payload,5.7,Box + 2 Pan,0.1,0.3,0.3,,0.1911,0.0223,0.107892647058823
64967,Flock 4e'-5,46817,2020-077E,,Payload,5.7,Box + 2 Pan,0.1,0.3,0.3,,0.1911,0.0223,0.107892647058823
64968,CE-SAT-IIB,46818,2020-077F,,Payload,35,Box,0.5,0.9,0.9,,0.683739716558867,0.25,0.575
64969,Flock 4e'-3,46819,2020-077G,,Payload,5.7,Box + 2 Pan,0.1,0.3,0.3,,0.1911,0.0223,0.107892647058823
64970,Flock 4e'-2,46820,2020-077H,,Payload,5.7,Box + 2 Pan,0.1,0.3,0.3,,0.1911,0.0223,0.107892647058823
64971,Flock 4e'-4,46821,2020-077J,,Payload,5.7,Box + 2 Pan,0.1,0.3,0.3,,0.1911,0.0223,0.107892647058823
64972,Flock 4e'-6,46822,2020-077K,,Payload,5.7,Box + 2 Pan,0.1,0.3,0.3,,0.1911,0.0223,0.107892647058823
64973,Electron kick stage (Electron (Curie)),46824,2020-077M,,Rocket Body,100,Trunc Cone,1,,,,,,
64974,Flock 4v-26,46825,2020-061BQ,,Payload,5.7,Box + 2 Pan,0.1,0.3,0.3,,0.1911,0.0223,0.107892647058823
64975,Flock 4e'-1,46813,2020-077A,,Payload,5.7,Box + 2 Pan,0.1,0.3,0.3,,0.1911,0.0223,0.107892647058823
64976,Flock 4e'-7,46814,2020-077B,,Payload,5.7,Box + 2 Pan,0.1,0.3,0.3,,0.1911,0.0223,0.107892647058823
64977,Flock 4e'-9,46815,2020-077C,,Payload,5.7,Box + 2 Pan,0.1,0.3,0.3,,0.1911,0.0223,0.107892647058823
64978,,,,142729,Unknown,,,,,,,,,
64979,,,,142730,Unknown,,,,,,,,,
64980,,,,80011,Unknown,,,,,,,,,
64981,,,,74636,Unknown,,,,,,,,,
64982,,,,58004,Unknown,,,,,,,,,
64983,,,,131604,Unknown,,,,,,,,,
64984,,,,66203,Unknown,,,,,,,,,
64985,,,,143133,Unknown,,,,,,,,,
64986,,,,76319,Unknown,,,,,,,,,
64987,,,,68002,Unknown,,,,,,,,,
64988,,,,50604,Unknown,,,,,,,,,
64989,,,,146608,Unknown,,,,,,,,,
64990,,,,147504,Unknown,,,,,,,,,
64991,,,,132402,Unknown,,,,,,,,,
64992,,,,80308,Unknown,,,,,,,,,
64993,,,,137908,Unknown,,,,,,,,,
64994,,,,70715,Unknown,,,,,,,,,
64995,,,,66108,Unknown,,,,,,,,,
64996,,,,115901,Unknown,,,,,,,,,
64997,,,,77121,Unknown,,,,,,,,,
64998,,,,147907,Unknown,,,,,,,,,
64999,,,,138313,Unknown,,,,,,,,,
65000,,,,87504,Unknown,,,,,,,,,
65001,,,,68305,Unknown,,,,,,,,,
65002,,,,77522,Unknown,,,,,,,,,
65003,,,,169300,Unknown,,,,,,,,,
65004,,,,145621,Unknown,,,,,,,,,
65005,,,,74712,Unknown,,,,,,,,,
65006,,,,86104,Unknown,,,,,,,,,
65007,,,,68708,Unknown,,,,,,,,,
65008,,,,79716,Unknown,,,,,,,,,
65009,,,,53607,Unknown,,,,,,,,,
65010,,,,82408,Unknown,,,,,,,,,
65011,,,,146414,Unknown,,,,,,,,,
65012,,,,53103,Unknown,,,,,,,,,
65013,,,,80111,Unknown,,,,,,,,,
65014,,,,81909,Unknown,,,,,,,,,
65015,,,,61306,Unknown,,,,,,,,,
65016,,,,135807,Unknown,,,,,,,,,
65017,Starlink 1847,46739,2020-074A,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65018,Starlink 1848,46740,2020-074B,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65019,Starlink 1865,46741,2020-074C,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65020,Starlink 1872,46742,2020-074D,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65021,Starlink 1892,46743,2020-074E,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65022,Starlink 1894,46744,2020-074F,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65023,Starlink 1898,46745,2020-074G,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65024,Starlink 1905,46746,2020-074H,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65025,Starlink 1908,46747,2020-074J,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65026,Starlink 1910,46748,2020-074K,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65027,Starlink 1911,46749,2020-074L,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65028,Starlink 1915,46750,2020-074M,,Payload,260,Box + 1 Pan,3.3,0.2,9,06/11/2020,23.657,0.9049,13.6031511029411
65029,Starlink 1920,46751,2020-074N,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65030,Starlink 1921,46752,2020-074P,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
65031,Starlink 1922,46753,2020-074Q,,Payload,260,Box + 1 Pan,3.3,0.2,9,,23.657,0.9049,13.6031511029411
